Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58153929,Machine Habitus: Toward a Sociology of Algorithms,Massimo Airoldi,"Airoldi, Massimo",,1509543287,9781509543281,5,4.16,Polity,Paperback,200,2022,,,11/10/23,,,read,,,,0,0
51777543,Data Feminism,Catherine D’Ignazio,"D’Ignazio, Catherine",Lauren F. Klein,0262044005,9780262044004,5,4.3,MIT Press,Hardcover,328,2020,2020,,11/10/23,,,read,,,,0,0
24874363,"The Fall of Icarus (Penguin Little Black Classics, #73)",Ovid,"Ovid, Ovid",Mary M. Innes,0141398671,9780141398679,3,3.4,Penguin Classics,Paperback,56,2015,8,,11/10/23,,,read,,,,1,0
100142,The Art of Love,Ovid,"Ovid, Ovid","James Michie, David Malouf",0375761179,9780375761171,4,3.71,Modern Library,Paperback,199,2002,1,,11/10/23,,,read,,,,1,0
206172,The Pit and the Pendulum,Edgar Allan Poe,"Poe, Edgar Allan",,0146000110,9780146000119,0,4.14,Penguin Books,Paperback,64,1995,1842,,11/10/23,to-read,to-read (#32),to-read,,,,0,0
264158,The Raven,Edgar Allan Poe,"Poe, Edgar Allan",Gustave Doré,0486290727,9780486290720,5,4.29,Dover Publications,Paperback,64,1996,1845,,11/10/23,,,read,,,,1,0
23919,The Complete Stories and Poems,Edgar Allan Poe,"Poe, Edgar Allan",,0385074077,9780385074070,5,4.4,"Doubleday & Company, Inc.",Hardcover,821,1984,1849,,11/10/23,,,read,,,,1,0
203221,Poems,Charles Baudelaire,"Baudelaire, Charles",Richard Howard,0679429107,9780679429104,5,4.24,Everyman's Library,Hardcover,256,1993,1860,,11/10/23,,,read,,,,1,0
24601,Paris Spleen,Charles Baudelaire,"Baudelaire, Charles",Louise Varèse,0811200078,9780811200073,0,4.23,New Directions,Paperback,118,1970,1857,,11/10/23,to-read,to-read (#31),to-read,,,,0,0
1520801,Les Paradis artificiels,Charles Baudelaire,"Baudelaire, Charles",,2070369641,9782070369645,3,3.77,FOLIO,Unknown Binding,256,1977,1860,,11/10/23,,,read,,,,1,0
212998,Odes and Epodes,Horatius,"Horatius, Horatius",Niall Rudd,0674996097,9780674996090,4,4,Harvard University Press,Hardcover,368,2004,-13,,11/10/23,,,read,,,,0,0
19164,"The Divine Comedy of Dante Alighieri, Volume 2: Purgatorio",Dante Alighieri,"Alighieri, Dante","Robert M. Durling, Ronald L. Martinez",0195087453,9780195087451,4,4.05,Oxford University Press,Paperback,704,2004,1321,,11/10/23,,,read,,,,1,0
32812,"Paradise (The Divine Comedy, #3)",Dante Alighieri,"Alighieri, Dante","Dorothy L. Sayers, Barbara Reynolds, Gustave Doré, 朱维",0140441050,9780140441055,3,3.96,Penguin Classics,Paperback,400,1962,1321,,11/10/23,,,read,,,,1,0
2262521,The Rape of the Lock (Wildside Classic),Alexander Pope,"Pope, Alexander",,1557429162,9781557429162,0,3.54,Wildside Press,Paperback,54,2007,1717,,11/10/23,to-read,to-read (#30),to-read,,,,0,0
250278,An Essay On Criticism,Alexander Pope,"Pope, Alexander",,1419106406,9781419106408,3,3.78,Kessinger Publishing,Paperback,48,2004,1711,,11/10/23,,,read,,,,1,0
173284,An Essay on Man,Alexander Pope,"Pope, Alexander",Frank Brady,0023134607,9780023134609,4,3.7,Pearson College Div,Paperback,80,1965,1734,,11/10/23,,,read,,,,1,0
138144,Paradise Regained,John Milton,"Milton, John",,1603120270,9781603120272,0,3.69,Aegypan,Paperback,108,2007,1671,,11/10/23,to-read,to-read (#29),to-read,,,,0,0
16802,The Complete Poetry,John Milton,"Milton, John",John T. Shawcross,0385023510,9780385023511,3,4.06,Knopf Doubleday Publishing Group,Paperback,672,1971,1645,,11/10/23,,,read,,,,1,0
112110,Lyrical Ballads,William Wordsworth,"Wordsworth, William","Samuel Taylor Coleridge, Michael         Schmidt",0140424628,9780140424621,4,3.95,Penguin Classics,Paperback,118,2006,1798,,11/10/23,,,read,,,,1,0
865350,The Prelude,William Wordsworth,"Wordsworth, William","M.H. Abrams, Stephen Gill, Jonathan Wordsworth",039309071X,9780393090710,4,3.88,W. W. Norton & Company,Paperback,704,1979,1850,,11/10/23,,,read,,,,1,0
119239,Selected Poems,Lord Byron,"Byron, Lord","Susan J. Wolfson, Peter J. Manning",0140424504,9780140424508,4,4.06,Penguin Classics,Paperback,864,2006,1848,,11/10/23,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,015603008X,9780156030083,5,4.24,Harvest Books,Paperback,311,2004,1966,,11/10/23,,,read,,,,0,0
110871,Thérèse Raquin,Émile Zola,"Zola, Émile","Ernest Alfred Vizetelly, Robin Buss",0140449442,9780140449440,0,3.73,Penguin Books,Paperback,201,2004,1867,,11/10/23,to-read,to-read (#28),to-read,,,,0,0
2070899,Pantagruel,François Rabelais,"Rabelais, François",Michelet,2070363872,9782070363872,3,3.56,Folio,Mass Market Paperback,439,1973,1532,,11/10/23,,,read,,,,1,0
2183,Sentimental Education,Gustave Flaubert,"Flaubert, Gustave","Geoffrey Wall, Robert Baldick",0140447970,9780140447972,4,3.81,Alliance Entertainment,Paperback,460,2004,1869,,11/10/23,,,read,,,,1,0
780581,Bel-Ami,Guy de Maupassant,"Maupassant, Guy de",Douglas Parmée,0140443150,9780140443158,0,3.86,Penguin Classics,Paperback,416,1975,1885,,11/10/23,to-read,to-read (#27),to-read,,,,0,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth",0811201880,9780811201889,4,3.93,New Directions,Hardcover,178,1969,1938,,11/10/23,,,read,,,,1,0
1524,"Agamemnon (Oresteia, #1)",Aeschylus,"Aeschylus, Aeschylus","Philip de May, P.E. Easterling",0521010756,9780521010757,0,3.84,Cambridge University Press,Paperback,144,2003,-472,,11/10/23,to-read,to-read (#26),to-read,,,,0,0
13270,Poetics,Aristotle,"Aristotle, Aristotle",Malcolm Heath,0140446362,9780140446364,3,3.83,Penguin Classics,Paperback,144,1996,-335,,11/10/23,,,read,,,,1,0
380609,The Bacchae,Euripides,"Euripides, Euripides","Kenneth McLeish, Frederic Raphael",1854594117,9781854594112,4,3.94,Nick Hern Books,Paperback,96,1999,-405,,11/10/23,,,read,,,,1,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,,,0,3.94,New Directions,Paperback,176,1958,1948,,11/10/23,to-read,to-read (#25),to-read,,,,0,0
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney",014044789X,9780140447897,0,4.1,Penguin,Paperback,723,2004,8,,11/10/23,to-read,to-read (#24),to-read,,,,0,0
17676276,On Anger,Seneca,"Seneca, Seneca",,,,5,4.19,,Kindle Edition,,,41,,11/10/23,,,read,,,,1,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,0679785892,9780679785897,4,4.06,Vintage Books,Paperback,204,1998,1971,,2/3/23,,,read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",0374528373,9780374528379,5,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2/3/23,,,read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,1441341706,9781441341709,4,4.29,Modern Library,Paperback,279,2023,1813,,2/3/23,,,read,,,,0,0
30016,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",Chris     Moore,,,4,4.19,HarperCollins Publishers,Mass Market Paperback,204,1993,1958,,2/3/23,,,read,,,,0,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0965341984,9780965341981,5,4.14,Knopf,Paperback,607,1997,1994,,11/10/23,,,read,,,,1,0
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,006117758X,9780061177583,4,4.14,Ecco,Paperback,288,2007,1982,,11/10/23,,,read,,,,1,0
23534,Love Is a Dog from Hell,Charles Bukowski,"Bukowski, Charles",,0876853629,9780876853627,4,3.95,Ecco (An Imprint of HarperCollinsPublishers),Paperback,312,2003,1977,,11/10/23,,,read,,,,1,0
497199,Factotum,Charles Bukowski,"Bukowski, Charles",,0876852630,9780876852637,4,3.92,Ecco,Paperback,205,2002,1975,,11/10/23,,,read,,,,1,0
38500,Women,Charles Bukowski,"Bukowski, Charles",,0061177598,9780061177590,4,3.8,Ecco,Paperback,291,2007,1978,,11/10/23,,,read,,,,1,0
220061,Rose,Li-Young Lee,"Lee, Li-Young",Gerald Stern,0918526531,9780918526533,5,4.31,BOA Editions Ltd.,Paperback,71,1993,1986,,11/10/23,,,read,,,,0,0
30593,Pnin,Vladimir Nabokov,"Nabokov, Vladimir",David Lodge,1400041988,9781400041985,4,3.88,Everyman's Library,Hardcover,184,2004,1957,,11/10/23,,,read,,,,1,0
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō","Machi Abe, E. Dale Saunders",0679733787,9780679733782,4,3.88,Vintage,Paperback,241,1991,1962,,11/10/23,,,read,,,,0,0
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily","Thomas H. Johnson, Mabel Loomis Todd, Thomas Wentworth Higgins",,,4,4.28,"Little, Brown and Company",Paperback,716,1976,1890,,11/10/23,,,read,,,,0,0
62793,"Spring Snow (The Sea of Fertility, #1)",Yukio Mishima,"Mishima, Yukio",Michael       Gallagher,,,0,4.16,Vintage,Paperback,389,2000,1967,,11/10/23,to-read,to-read (#23),to-read,,,,0,0
762476,Kokoro,Natsume Sōseki,"Sōseki, Natsume",Edwin McClellan,0809260956,9780895267153,0,4.04,Gateway Editions,Paperback,256,1996,1914,,11/10/23,to-read,to-read (#22),to-read,,,,0,0
31196,The Razor’s Edge,W. Somerset Maugham,"Maugham, W. Somerset",,1400034205,9781400034208,4,4.2,Vintage International,Paperback,314,2003,1944,,11/10/23,,,read,,,,0,0
